sex,marstat,ehg3_01,mar_110,prv,famincg2,gender,marital,edu,employment,province,income
2,4,7,1,10,6,female,Separated,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
2,1,6,1,47,4,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Saskatchewan,"Middle family Income: $60,000 - $10,000"
2,6,1,3,24,2,female,"Single, never married",Less than high school diploma or its equivalent,Going to school,Quebec,"Low family Income: below $60,000"
1,6,2,1,46,1,male,"Single, never married",High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Manitoba,"Low family Income: below $60,000"
1,1,5,1,35,5,male,Married,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,1,5,1,46,5,male,Married,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Manitoba,"High family Income: above $10,000"
2,1,7,4,35,5,female,Married,"University certificate, diploma or degree above the bach. . .",Household work,Ontario,"High family Income: above $10,000"
1,1,4,1,48,6,male,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Alberta,"High family Income: above $10,000"
1,1,5,6,59,6,male,Married,University certificate or diploma below the bachelor’s level,Retired,British Columbia,"High family Income: above $10,000"
1,2,2,1,10,3,male,Living common-law,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Newfoundland and Labroador,"Low family Income: below $60,000"
2,1,6,6,35,6,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Retired,Ontario,"High family Income: above $10,000"
2,3,6,6,35,3,female,Widowed,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Retired,Ontario,"Low family Income: below $60,000"
2,4,2,3,35,2,female,Separated,High school diploma or high school equivalency certificate,Going to school,Ontario,"Low family Income: below $60,000"
1,1,7,6,48,4,male,Married,"University certificate, diploma or degree above the bach. . .",Retired,Alberta,"Middle family Income: $60,000 - $10,000"
2,1,3,1,24,3,female,Married,Trade certificate or diploma,Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
1,6,2,1,59,6,male,"Single, never married",High school diploma or high school equivalency certificate,Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
1,1,3,1,12,6,male,Married,Trade certificate or diploma,Working at a paid job or self-employed,Nova Scotia,"High family Income: above $10,000"
2,5,4,1,59,1,female,Divorced,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
1,1,6,6,13,3,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Retired,New Brunswick,"Low family Income: below $60,000"
1,6,4,1,35,2,male,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
2,1,1,6,24,2,female,Married,Less than high school diploma or its equivalent,Retired,Quebec,"Low family Income: below $60,000"
1,1,4,1,24,6,male,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Quebec,"High family Income: above $10,000"
2,3,4,6,35,3,female,Widowed,"College, CEGEP or other non-university certificate or di. . .",Retired,Ontario,"Low family Income: below $60,000"
1,1,2,1,47,4,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Saskatchewan,"Middle family Income: $60,000 - $10,000"
2,4,4,1,24,2,female,Separated,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
1,2,1,6,24,4,male,Living common-law,Less than high school diploma or its equivalent,Retired,Quebec,"Middle family Income: $60,000 - $10,000"
1,5,2,1,46,1,male,Divorced,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Manitoba,"Low family Income: below $60,000"
1,5,4,1,59,3,male,Divorced,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
2,6,6,1,46,6,female,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Manitoba,"High family Income: above $10,000"
2,1,2,5,59,3,female,Married,High school diploma or high school equivalency certificate,Household work,British Columbia,"Low family Income: below $60,000"
1,1,3,6,35,4,male,Married,Trade certificate or diploma,Retired,Ontario,"Middle family Income: $60,000 - $10,000"
1,3,4,6,11,3,male,Widowed,"College, CEGEP or other non-university certificate or di. . .",Retired,Prince Edward Island,"Low family Income: below $60,000"
1,1,7,1,47,6,male,Married,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Saskatchewan,"High family Income: above $10,000"
2,6,5,1,35,2,female,"Single, never married",University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
1,6,4,1,12,2,male,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Nova Scotia,"Low family Income: below $60,000"
1,2,6,1,24,6,male,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Quebec,"High family Income: above $10,000"
2,3,2,6,35,1,female,Widowed,High school diploma or high school equivalency certificate,Retired,Ontario,"Low family Income: below $60,000"
2,6,6,1,24,2,female,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
1,3,5,6,35,5,male,Widowed,University certificate or diploma below the bachelor’s level,Retired,Ontario,"High family Income: above $10,000"
1,1,2,1,48,3,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Alberta,"Low family Income: below $60,000"
2,1,7,1,47,6,female,Married,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Saskatchewan,"High family Income: above $10,000"
1,1,5,1,35,3,male,Married,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
2,2,2,1,24,3,female,Living common-law,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
2,2,2,1,24,3,female,Living common-law,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
2,1,6,4,35,5,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Household work,Ontario,"High family Income: above $10,000"
2,3,1,6,48,1,female,Widowed,Less than high school diploma or its equivalent,Retired,Alberta,"Low family Income: below $60,000"
1,6,1,1,35,1,male,"Single, never married",Less than high school diploma or its equivalent,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
2,6,7,6,24,3,female,"Single, never married","University certificate, diploma or degree above the bach. . .",Retired,Quebec,"Low family Income: below $60,000"
1,6,2,3,59,6,male,"Single, never married",High school diploma or high school equivalency certificate,Going to school,British Columbia,"High family Income: above $10,000"
1,1,6,1,59,6,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
2,1,1,6,24,2,female,Married,Less than high school diploma or its equivalent,Retired,Quebec,"Low family Income: below $60,000"
2,1,4,1,35,4,female,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Ontario,"Middle family Income: $60,000 - $10,000"
1,1,3,1,47,2,male,Married,Trade certificate or diploma,Working at a paid job or self-employed,Saskatchewan,"Low family Income: below $60,000"
1,2,4,1,48,5,male,Living common-law,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Alberta,"High family Income: above $10,000"
2,1,7,1,10,6,female,Married,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
1,1,4,6,46,5,male,Married,"College, CEGEP or other non-university certificate or di. . .",Retired,Manitoba,"High family Income: above $10,000"
1,6,3,1,13,2,male,"Single, never married",Trade certificate or diploma,Working at a paid job or self-employed,New Brunswick,"Low family Income: below $60,000"
1,1,7,1,59,1,male,Married,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
2,6,6,1,59,3,female,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
1,1,2,1,35,4,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"Middle family Income: $60,000 - $10,000"
2,1,6,1,47,5,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Saskatchewan,"High family Income: above $10,000"
2,1,6,1,24,3,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
1,6,4,1,35,6,male,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,1,4,1,59,6,male,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
1,1,2,1,13,2,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,New Brunswick,"Low family Income: below $60,000"
2,1,7,6,12,6,female,Married,"University certificate, diploma or degree above the bach. . .",Retired,Nova Scotia,"High family Income: above $10,000"
2,6,4,6,59,1,female,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Retired,British Columbia,"Low family Income: below $60,000"
1,3,3,6,10,2,male,Widowed,Trade certificate or diploma,Retired,Newfoundland and Labroador,"Low family Income: below $60,000"
1,1,7,6,12,4,male,Married,"University certificate, diploma or degree above the bach. . .",Retired,Nova Scotia,"Middle family Income: $60,000 - $10,000"
1,6,6,1,47,4,male,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Saskatchewan,"Middle family Income: $60,000 - $10,000"
1,1,6,1,35,6,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,6,2,6,24,1,male,"Single, never married",High school diploma or high school equivalency certificate,Retired,Quebec,"Low family Income: below $60,000"
1,1,3,6,59,2,male,Married,Trade certificate or diploma,Retired,British Columbia,"Low family Income: below $60,000"
1,6,4,1,24,3,male,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
